"","dioceses","year","nexus"
"2357","Marquette","2006",0
"2358","Marquette","2007",0
"2359","Marquette","2008",0
"2360","Marquette","2009",0
"2361","Marquette","2010",0
"2362","Marquette","2011",0
"2363","Marquette","2012",0
"2364","Marquette","2013",0
"2365","Marquette","2014",0
"2366","Marquette","2015",0
"2367","Marquette","2016",0
"2368","Marquette","2017",0
"2369","Marquette","2018",0
"2370","Marquette","2019",0
"2371","Saginaw","1990",0
"2372","Saginaw","1991",0
"2373","Saginaw","1992",0
"2374","Saginaw","1993",0
"2375","Saginaw","1994",0
"2376","Saginaw","1995",0
"2377","Saginaw","1996",0
"2378","Saginaw","1997",0
"2379","Saginaw","1998",0
"2380","Saginaw","1999",0
"2381","Saginaw","2000",0
"2382","Saginaw","2001",0
"2383","Saginaw","2002",0
"2384","Saginaw","2003",0
"2385","Saginaw","2004",3
"2386","Saginaw","2005",0
"2387","Saginaw","2006",0
"2388","Saginaw","2007",0
"2389","Saginaw","2008",0
"2390","Saginaw","2009",0
"2391","Saginaw","2010",0
"2392","Saginaw","2011",0
"2393","Saginaw","2012",0
"2394","Saginaw","2013",0
"2395","Saginaw","2014",0
"2396","Saginaw","2015",0
"2397","Saginaw","2016",0
"2398","Saginaw","2017",0
"2399","Saginaw","2018",5
"2400","Saginaw","2019",2
"2401","Crookston","1990",0
"2402","Crookston","1991",0
"2403","Crookston","1992",2
"2404","Crookston","1993",0
"2405","Crookston","1994",0
"2406","Crookston","1995",0
"2407","Crookston","1996",0
"2408","Crookston","1997",0
"2409","Crookston","1998",0
"2410","Crookston","1999",0
"2411","Crookston","2000",0
"2412","Crookston","2001",0
"2413","Crookston","2002",0
"2414","Crookston","2003",0
"2415","Crookston","2004",0
"2416","Crookston","2005",0
"2417","Crookston","2006",1
"2418","Crookston","2007",0
"2419","Crookston","2008",0
"2420","Crookston","2009",0
"2421","Crookston","2010",5
"2422","Crookston","2011",2
"2423","Crookston","2012",0
"2424","Crookston","2013",2
"2425","Crookston","2014",0
"2426","Crookston","2015",0
"2427","Crookston","2016",1
"2428","Crookston","2017",0
"2429","Crookston","2018",0
"2430","Crookston","2019",9
"2431","Duluth","1990",0
"2432","Duluth","1991",0
"2433","Duluth","1992",0
"2434","Duluth","1993",0
"2435","Duluth","1994",0
"2436","Duluth","1995",0
"2437","Duluth","1996",0
"2438","Duluth","1997",0
"2439","Duluth","1998",0
"2440","Duluth","1999",0
"2441","Duluth","2000",0
"2442","Duluth","2001",0
"2443","Duluth","2002",0
"2444","Duluth","2003",0
"2445","Duluth","2004",0
"2446","Duluth","2005",0
"2447","Duluth","2006",0
"2448","Duluth","2007",0
"2449","Duluth","2008",1
"2450","Duluth","2009",0
"2451","Duluth","2010",0
"2452","Duluth","2011",0
"2453","Duluth","2012",0
"2454","Duluth","2013",5
"2455","Duluth","2014",1
"2456","Duluth","2015",11
"2457","Duluth","2016",3
"2458","Duluth","2017",23
"2459","Duluth","2018",0
"2460","Duluth","2019",0
"2461","New Ulm","1990",0
"2462","New Ulm","1991",0
"2463","New Ulm","1992",0
"2464","New Ulm","1993",0
"2465","New Ulm","1994",0
"2466","New Ulm","1995",0
"2467","New Ulm","1996",0
"2468","New Ulm","1997",0
"2469","New Ulm","1998",0
"2470","New Ulm","1999",0
"2471","New Ulm","2000",0
"2472","New Ulm","2001",0
"2473","New Ulm","2002",0
"2474","New Ulm","2003",0
"2475","New Ulm","2004",0
"2476","New Ulm","2005",0
"2477","New Ulm","2006",0
"2478","New Ulm","2007",2
"2479","New Ulm","2008",0
"2480","New Ulm","2009",0
"2481","New Ulm","2010",1
"2482","New Ulm","2011",0
"2483","New Ulm","2012",0
"2484","New Ulm","2013",1
"2485","New Ulm","2014",5
"2486","New Ulm","2015",2
"2487","New Ulm","2016",4
"2488","New Ulm","2017",4
"2489","New Ulm","2018",0
"2490","New Ulm","2019",4
"2491","St. Cloud","1990",0
"2492","St. Cloud","1991",0
"2493","St. Cloud","1992",0
"2494","St. Cloud","1993",0
"2495","St. Cloud","1994",0
"2496","St. Cloud","1995",2
"2497","St. Cloud","1996",0
"2498","St. Cloud","1997",0
"2499","St. Cloud","1998",0
"2500","St. Cloud","1999",0
"2501","St. Cloud","2000",0
"2502","St. Cloud","2001",0
"2503","St. Cloud","2002",21
"2504","St. Cloud","2003",0
"2505","St. Cloud","2004",0
"2506","St. Cloud","2005",0
"2507","St. Cloud","2006",0
"2508","St. Cloud","2007",0
"2509","St. Cloud","2008",0
"2510","St. Cloud","2009",0
"2511","St. Cloud","2010",0
"2512","St. Cloud","2011",0
"2513","St. Cloud","2012",0
"2514","St. Cloud","2013",1
"2515","St. Cloud","2014",2
"2516","St. Cloud","2015",4
"2517","St. Cloud","2016",21
"2518","St. Cloud","2017",0
"2519","St. Cloud","2018",21
"2520","St. Cloud","2019",0
"2521","Winona-Rochester","1990",0
"2522","Winona-Rochester","1991",0
"2523","Winona-Rochester","1992",0
"2524","Winona-Rochester","1993",0
"2525","Winona-Rochester","1994",0
"2526","Winona-Rochester","1995",0
"2527","Winona-Rochester","1996",0
"2528","Winona-Rochester","1997",0
"2529","Winona-Rochester","1998",0
"2530","Winona-Rochester","1999",0
"2531","Winona-Rochester","2000",0
"2532","Winona-Rochester","2001",0
"2533","Winona-Rochester","2002",0
"2534","Winona-Rochester","2003",0
"2535","Winona-Rochester","2004",0
"2536","Winona-Rochester","2005",0
"2537","Winona-Rochester","2006",0
"2538","Winona-Rochester","2007",0
"2539","Winona-Rochester","2008",0
"2540","Winona-Rochester","2009",0
"2541","Winona-Rochester","2010",0
"2542","Winona-Rochester","2011",0
"2543","Winona-Rochester","2012",0
"2544","Winona-Rochester","2013",0
"2545","Winona-Rochester","2014",0
"2546","Winona-Rochester","2015",0
"2547","Winona-Rochester","2016",0
"2548","Winona-Rochester","2017",0
"2549","Winona-Rochester","2018",1
"2550","Winona-Rochester","2019",0
"2551","Biloxi","1990",0
"2552","Biloxi","1991",0
"2553","Biloxi","1992",0
"2554","Biloxi","1993",0
"2555","Biloxi","1994",0
"2556","Biloxi","1995",0
"2557","Biloxi","1996",0
"2558","Biloxi","1997",0
"2559","Biloxi","1998",0
"2560","Biloxi","1999",0
"2561","Biloxi","2000",0
"2562","Biloxi","2001",0
"2563","Biloxi","2002",0
"2564","Biloxi","2003",0
"2565","Biloxi","2004",0
"2566","Biloxi","2005",0
"2567","Biloxi","2006",0
"2568","Biloxi","2007",0
"2569","Biloxi","2008",0
"2570","Biloxi","2009",0
"2571","Biloxi","2010",0
"2572","Biloxi","2011",0
"2573","Biloxi","2012",0
"2574","Biloxi","2013",0
"2575","Biloxi","2014",0
"2576","Biloxi","2015",0
"2577","Biloxi","2016",0
"2578","Biloxi","2017",0
"2579","Biloxi","2018",2
"2580","Biloxi","2019",2
"2581","Jackson","1990",0
"2582","Jackson","1991",0
"2583","Jackson","1992",0
"2584","Jackson","1993",0
"2585","Jackson","1994",0
"2586","Jackson","1995",0
"2587","Jackson","1996",0
"2588","Jackson","1997",0
"2589","Jackson","1998",0
"2590","Jackson","1999",0
"2591","Jackson","2000",0
"2592","Jackson","2001",0
"2593","Jackson","2002",5
"2594","Jackson","2003",11
"2595","Jackson","2004",0
"2596","Jackson","2005",0
"2597","Jackson","2006",1
"2598","Jackson","2007",0
"2599","Jackson","2008",0
"2600","Jackson","2009",0
"2601","Jackson","2010",0
"2602","Jackson","2011",0
"2603","Jackson","2012",0
"2604","Jackson","2013",0
"2605","Jackson","2014",0
"2606","Jackson","2015",0
"2607","Jackson","2016",0
"2608","Jackson","2017",0
"2609","Jackson","2018",1
"2610","Jackson","2019",28
"2611","Jefferson City","1990",0
"2612","Jefferson City","1991",0
"2613","Jefferson City","1992",0
"2614","Jefferson City","1993",0
"2615","Jefferson City","1994",0
"2616","Jefferson City","1995",0
"2617","Jefferson City","1996",0
"2618","Jefferson City","1997",0
"2619","Jefferson City","1998",0
"2620","Jefferson City","1999",0
"2621","Jefferson City","2000",0
"2622","Jefferson City","2001",0
"2623","Jefferson City","2002",27
"2624","Jefferson City","2003",0
"2625","Jefferson City","2004",0
"2626","Jefferson City","2005",0
"2627","Jefferson City","2006",4
"2628","Jefferson City","2007",0
"2629","Jefferson City","2008",0
"2630","Jefferson City","2009",1
"2631","Jefferson City","2010",1
"2632","Jefferson City","2011",0
"2633","Jefferson City","2012",0
"2634","Jefferson City","2013",0
"2635","Jefferson City","2014",0
"2636","Jefferson City","2015",0
"2637","Jefferson City","2016",0
"2638","Jefferson City","2017",0
"2639","Jefferson City","2018",4
"2640","Jefferson City","2019",0
"2641","Kansas City-St. Joseph","1990",0
"2642","Kansas City-St. Joseph","1991",0
"2643","Kansas City-St. Joseph","1992",0
"2644","Kansas City-St. Joseph","1993",0
"2645","Kansas City-St. Joseph","1994",0
"2646","Kansas City-St. Joseph","1995",0
"2647","Kansas City-St. Joseph","1996",0
"2648","Kansas City-St. Joseph","1997",0
"2649","Kansas City-St. Joseph","1998",0
"2650","Kansas City-St. Joseph","1999",0
"2651","Kansas City-St. Joseph","2000",0
"2652","Kansas City-St. Joseph","2001",0
"2653","Kansas City-St. Joseph","2002",8
"2654","Kansas City-St. Joseph","2003",2
"2655","Kansas City-St. Joseph","2004",0
"2656","Kansas City-St. Joseph","2005",0
"2657","Kansas City-St. Joseph","2006",64
"2658","Kansas City-St. Joseph","2007",0
"2659","Kansas City-St. Joseph","2008",0
"2660","Kansas City-St. Joseph","2009",0
"2661","Kansas City-St. Joseph","2010",0
"2662","Kansas City-St. Joseph","2011",0
"2663","Kansas City-St. Joseph","2012",0
"2664","Kansas City-St. Joseph","2013",0
"2665","Kansas City-St. Joseph","2014",0
"2666","Kansas City-St. Joseph","2015",0
"2667","Kansas City-St. Joseph","2016",0
"2668","Kansas City-St. Joseph","2017",0
"2669","Kansas City-St. Joseph","2018",2
"2670","Kansas City-St. Joseph","2019",24
"2671","Springfield-Cape Girardeau","1990",0
"2672","Springfield-Cape Girardeau","1991",0
"2673","Springfield-Cape Girardeau","1992",0
"2674","Springfield-Cape Girardeau","1993",0
"2675","Springfield-Cape Girardeau","1994",0
"2676","Springfield-Cape Girardeau","1995",0
"2677","Springfield-Cape Girardeau","1996",0
"2678","Springfield-Cape Girardeau","1997",0
"2679","Springfield-Cape Girardeau","1998",0
"2680","Springfield-Cape Girardeau","1999",0
"2681","Springfield-Cape Girardeau","2000",0
"2682","Springfield-Cape Girardeau","2001",0
"2683","Springfield-Cape Girardeau","2002",17
"2684","Springfield-Cape Girardeau","2003",0
"2685","Springfield-Cape Girardeau","2004",0
"2686","Springfield-Cape Girardeau","2005",0
"2687","Springfield-Cape Girardeau","2006",0
"2688","Springfield-Cape Girardeau","2007",0
"2689","Springfield-Cape Girardeau","2008",0
"2690","Springfield-Cape Girardeau","2009",0
"2691","Springfield-Cape Girardeau","2010",0
"2692","Springfield-Cape Girardeau","2011",0
"2693","Springfield-Cape Girardeau","2012",0
"2694","Springfield-Cape Girardeau","2013",0
"2695","Springfield-Cape Girardeau","2014",0
"2696","Springfield-Cape Girardeau","2015",17
"2697","Springfield-Cape Girardeau","2016",0
"2698","Springfield-Cape Girardeau","2017",1
"2699","Springfield-Cape Girardeau","2018",0
"2700","Springfield-Cape Girardeau","2019",0
"2701","Great Falls-Billings","1990",0
"2702","Great Falls-Billings","1991",0
"2703","Great Falls-Billings","1992",0
"2704","Great Falls-Billings","1993",0
"2705","Great Falls-Billings","1994",0
"2706","Great Falls-Billings","1995",0
"2707","Great Falls-Billings","1996",0
"2708","Great Falls-Billings","1997",0
"2709","Great Falls-Billings","1998",0
"2710","Great Falls-Billings","1999",0
"2711","Great Falls-Billings","2000",0
"2712","Great Falls-Billings","2001",0
"2713","Great Falls-Billings","2002",9
"2714","Great Falls-Billings","2003",0
"2715","Great Falls-Billings","2004",0
"2716","Great Falls-Billings","2005",0
"2717","Great Falls-Billings","2006",0
"2718","Great Falls-Billings","2007",1
"2719","Great Falls-Billings","2008",0
"2720","Great Falls-Billings","2009",0
"2721","Great Falls-Billings","2010",0
"2722","Great Falls-Billings","2011",0
"2723","Great Falls-Billings","2012",2
"2724","Great Falls-Billings","2013",1
"2725","Great Falls-Billings","2014",1
"2726","Great Falls-Billings","2015",0
"2727","Great Falls-Billings","2016",0
"2728","Great Falls-Billings","2017",0
"2729","Great Falls-Billings","2018",1
"2730","Great Falls-Billings","2019",0
"2731","Helena","1990",0
"2732","Helena","1991",0
"2733","Helena","1992",0
"2734","Helena","1993",0
"2735","Helena","1994",0
"2736","Helena","1995",0
"2737","Helena","1996",0
"2738","Helena","1997",0
"2739","Helena","1998",0
"2740","Helena","1999",0
"2741","Helena","2000",0
"2742","Helena","2001",0
"2743","Helena","2002",0
"2744","Helena","2003",0
"2745","Helena","2004",0
"2746","Helena","2005",0
"2747","Helena","2006",0
"2748","Helena","2007",0
"2749","Helena","2008",0
"2750","Helena","2009",0
"2751","Helena","2010",0
"2752","Helena","2011",10
"2753","Helena","2012",8
"2754","Helena","2013",3
"2755","Helena","2014",8
"2756","Helena","2015",3
"2757","Helena","2016",0
"2758","Helena","2017",0
"2759","Helena","2018",0
"2760","Helena","2019",10
"2761","Grand Island","1990",0
"2762","Grand Island","1991",0
"2763","Grand Island","1992",0
"2764","Grand Island","1993",0
"2765","Grand Island","1994",0
"2766","Grand Island","1995",0
"2767","Grand Island","1996",0
"2768","Grand Island","1997",0
"2769","Grand Island","1998",0
"2770","Grand Island","1999",0
"2771","Grand Island","2000",0
"2772","Grand Island","2001",0
"2773","Grand Island","2002",0
"2774","Grand Island","2003",0
"2775","Grand Island","2004",0
"2776","Grand Island","2005",0
"2777","Grand Island","2006",0
"2778","Grand Island","2007",0
"2779","Grand Island","2008",0
"2780","Grand Island","2009",0
"2781","Grand Island","2010",0
"2782","Grand Island","2011",0
"2783","Grand Island","2012",0
"2784","Grand Island","2013",0
"2785","Grand Island","2014",0
"2786","Grand Island","2015",0
"2787","Grand Island","2016",0
"2788","Grand Island","2017",0
"2789","Grand Island","2018",0
"2790","Grand Island","2019",0
"2791","Lincoln","1990",0
"2792","Lincoln","1991",0
"2793","Lincoln","1992",0
"2794","Lincoln","1993",0
"2795","Lincoln","1994",0
"2796","Lincoln","1995",0
"2797","Lincoln","1996",0
"2798","Lincoln","1997",0
"2799","Lincoln","1998",0
"2800","Lincoln","1999",0
"2801","Lincoln","2000",0
"2802","Lincoln","2001",0
"2803","Lincoln","2002",3
"2804","Lincoln","2003",2
"2805","Lincoln","2004",4
"2806","Lincoln","2005",1
"2807","Lincoln","2006",7
"2808","Lincoln","2007",8
"2809","Lincoln","2008",1
"2810","Lincoln","2009",4
"2811","Lincoln","2010",2
"2812","Lincoln","2011",2
"2813","Lincoln","2012",0
"2814","Lincoln","2013",2
"2815","Lincoln","2014",0
"2816","Lincoln","2015",1
"2817","Lincoln","2016",0
"2818","Lincoln","2017",0
"2819","Lincoln","2018",8
"2820","Lincoln","2019",1
"2821","Las Vegas","1990",0
"2822","Las Vegas","1991",0
"2823","Las Vegas","1992",0
"2824","Las Vegas","1993",0
"2825","Las Vegas","1994",0
"2826","Las Vegas","1995",0
"2827","Las Vegas","1996",0
"2828","Las Vegas","1997",0
"2829","Las Vegas","1998",0
"2830","Las Vegas","1999",0
"2831","Las Vegas","2000",0
"2832","Las Vegas","2001",0
"2833","Las Vegas","2002",0
"2834","Las Vegas","2003",0
"2835","Las Vegas","2004",0
"2836","Las Vegas","2005",0
"2837","Las Vegas","2006",0
"2838","Las Vegas","2007",0
"2839","Las Vegas","2008",1
"2840","Las Vegas","2009",0
"2841","Las Vegas","2010",0
"2842","Las Vegas","2011",0
"2843","Las Vegas","2012",0
"2844","Las Vegas","2013",0
"2845","Las Vegas","2014",0
"2846","Las Vegas","2015",1
"2847","Las Vegas","2016",0
"2848","Las Vegas","2017",0
"2849","Las Vegas","2018",0
"2850","Las Vegas","2019",1
"2851","Reno","1990",0
"2852","Reno","1991",0
"2853","Reno","1992",0
"2854","Reno","1993",0
"2855","Reno","1994",0
"2856","Reno","1995",0
"2857","Reno","1996",0
"2858","Reno","1997",0
"2859","Reno","1998",0
"2860","Reno","1999",0
"2861","Reno","2000",0
"2862","Reno","2001",0
"2863","Reno","2002",0
"2864","Reno","2003",0
"2865","Reno","2004",0
"2866","Reno","2005",0
"2867","Reno","2006",0
"2868","Reno","2007",1
"2869","Reno","2008",0
"2870","Reno","2009",0
"2871","Reno","2010",0
"2872","Reno","2011",0
"2873","Reno","2012",0
"2874","Reno","2013",0
"2875","Reno","2014",0
"2876","Reno","2015",0
"2877","Reno","2016",0
"2878","Reno","2017",0
"2879","Reno","2018",0
"2880","Reno","2019",2
"2881","Manchester","1990",0
"2882","Manchester","1991",0
"2883","Manchester","1992",0
"2884","Manchester","1993",0
"2885","Manchester","1994",0
"2886","Manchester","1995",0
"2887","Manchester","1996",0
"2888","Manchester","1997",0
"2889","Manchester","1998",0
"2890","Manchester","1999",0
"2891","Manchester","2000",0
"2892","Manchester","2001",0
"2893","Manchester","2002",20
"2894","Manchester","2003",19
"2895","Manchester","2004",0
"2896","Manchester","2005",0
"2897","Manchester","2006",2
"2898","Manchester","2007",0
"2899","Manchester","2008",0
"2900","Manchester","2009",1
"2901","Manchester","2010",0
"2902","Manchester","2011",0
"2903","Manchester","2012",0
"2904","Manchester","2013",3
"2905","Manchester","2014",5
"2906","Manchester","2015",0
"2907","Manchester","2016",0
"2908","Manchester","2017",0
"2909","Manchester","2018",0
"2910","Manchester","2019",3
"2911","Camden","1990",0
"2912","Camden","1991",0
"2913","Camden","1992",0
"2914","Camden","1993",3
"2915","Camden","1994",1
"2916","Camden","1995",0
"2917","Camden","1996",0
"2918","Camden","1997",0
"2919","Camden","1998",0
"2920","Camden","1999",0
"2921","Camden","2000",0
"2922","Camden","2001",0
"2923","Camden","2002",2
"2924","Camden","2003",0
"2925","Camden","2004",0
"2926","Camden","2005",0
"2927","Camden","2006",0
"2928","Camden","2007",0
"2929","Camden","2008",1
"2930","Camden","2009",0
"2931","Camden","2010",0
"2932","Camden","2011",0
"2933","Camden","2012",2
"2934","Camden","2013",5
"2935","Camden","2014",0
"2936","Camden","2015",0
"2937","Camden","2016",0
"2938","Camden","2017",0
"2939","Camden","2018",0
"2940","Camden","2019",0
"2941","Metuchen","1990",0
"2942","Metuchen","1991",0
"2943","Metuchen","1992",0
"2944","Metuchen","1993",0
"2945","Metuchen","1994",0
"2946","Metuchen","1995",0
"2947","Metuchen","1996",0
"2948","Metuchen","1997",0
"2949","Metuchen","1998",0
"2950","Metuchen","1999",0
"2951","Metuchen","2000",0
"2952","Metuchen","2001",0
"2953","Metuchen","2002",4
"2954","Metuchen","2003",0
"2955","Metuchen","2004",0
"2956","Metuchen","2005",0
"2957","Metuchen","2006",0
"2958","Metuchen","2007",0
"2959","Metuchen","2008",0
"2960","Metuchen","2009",0
"2961","Metuchen","2010",0
"2962","Metuchen","2011",0
"2963","Metuchen","2012",0
"2964","Metuchen","2013",0
"2965","Metuchen","2014",0
"2966","Metuchen","2015",0
"2967","Metuchen","2016",0
"2968","Metuchen","2017",0
"2969","Metuchen","2018",0
"2970","Metuchen","2019",4
"2971","Paterson","1990",0
"2972","Paterson","1991",0
"2973","Paterson","1992",0
"2974","Paterson","1993",0
"2975","Paterson","1994",0
"2976","Paterson","1995",0
"2977","Paterson","1996",0
"2978","Paterson","1997",0
"2979","Paterson","1998",0
"2980","Paterson","1999",0
"2981","Paterson","2000",0
"2982","Paterson","2001",0
"2983","Paterson","2002",2
"2984","Paterson","2003",0
"2985","Paterson","2004",0
"2986","Paterson","2005",0
"2987","Paterson","2006",0
"2988","Paterson","2007",0
"2989","Paterson","2008",0
"2990","Paterson","2009",0
"2991","Paterson","2010",0
"2992","Paterson","2011",0
"2993","Paterson","2012",0
"2994","Paterson","2013",0
"2995","Paterson","2014",0
"2996","Paterson","2015",2
"2997","Paterson","2016",0
"2998","Paterson","2017",0
"2999","Paterson","2018",1
"3000","Paterson","2019",5
"3001","Gallup","1990",0
"3002","Gallup","1991",0
"3003","Gallup","1992",0
"3004","Gallup","1993",0
"3005","Gallup","1994",0
"3006","Gallup","1995",0
"3007","Gallup","1996",0
"3008","Gallup","1997",0
"3009","Gallup","1998",0
"3010","Gallup","1999",0
"3011","Gallup","2000",0
"3012","Gallup","2001",0
"3013","Gallup","2002",0
"3014","Gallup","2003",0
"3015","Gallup","2004",0
"3016","Gallup","2005",0
"3017","Gallup","2006",0
"3018","Gallup","2007",0
"3019","Gallup","2008",0
"3020","Gallup","2009",2
"3021","Gallup","2010",2
"3022","Gallup","2011",0
"3023","Gallup","2012",1
"3024","Gallup","2013",4
"3025","Gallup","2014",3
"3026","Gallup","2015",3
"3027","Gallup","2016",7
"3028","Gallup","2017",0
"3029","Gallup","2018",0
"3030","Gallup","2019",3
"3031","Las Cruces","1990",0
"3032","Las Cruces","1991",0
"3033","Las Cruces","1992",0
"3034","Las Cruces","1993",0
"3035","Las Cruces","1994",0
"3036","Las Cruces","1995",0
"3037","Las Cruces","1996",0
"3038","Las Cruces","1997",0
"3039","Las Cruces","1998",0
"3040","Las Cruces","1999",0
"3041","Las Cruces","2000",0
"3042","Las Cruces","2001",0
"3043","Las Cruces","2002",0
"3044","Las Cruces","2003",0
"3045","Las Cruces","2004",0
"3046","Las Cruces","2005",0
"3047","Las Cruces","2006",0
"3048","Las Cruces","2007",0
"3049","Las Cruces","2008",1
"3050","Las Cruces","2009",0
"3051","Las Cruces","2010",0
"3052","Las Cruces","2011",0
"3053","Las Cruces","2012",0
"3054","Las Cruces","2013",0
"3055","Las Cruces","2014",0
"3056","Las Cruces","2015",0
"3057","Las Cruces","2016",0
"3058","Las Cruces","2017",0
"3059","Las Cruces","2018",3
"3060","Las Cruces","2019",1
"3061","Albany","1990",0
"3062","Albany","1991",0
"3063","Albany","1992",0
"3064","Albany","1993",0
"3065","Albany","1994",0
"3066","Albany","1995",0
"3067","Albany","1996",0
